item,itemLabel,country,countryLabel,writing,writingType,lang
http://www.wikidata.org/entity/Q131349013,"Frederiksburg, Campenburg en 't Vertrouwen",http://www.wikidata.org/entity/Q7646305,Suriname,"Frederiksburg, Campenburg en 't Vertrouwen",label,nl
http://www.wikidata.org/entity/Q131349014,Fredrikslust en Mijnhulp,http://www.wikidata.org/entity/Q7646305,Suriname,Fredrikslust en Mijnhulp,label,en
http://www.wikidata.org/entity/Q131349014,Fredrikslust en Mijnhulp,http://www.wikidata.org/entity/Q7646305,Suriname,Fredrikslust en Mijnhulp,label,nl
http://www.wikidata.org/entity/Q131349016,Gloucester en Hope,http://www.wikidata.org/entity/Q7646305,Suriname,Gloucester en Hope,label,en
http://www.wikidata.org/entity/Q131349016,Gloucester en Hope,http://www.wikidata.org/entity/Q7646305,Suriname,Gloucester en Hope,label,nl
http://www.wikidata.org/entity/Q131349017,Goosen en Carthago,http://www.wikidata.org/entity/Q7646305,Suriname,Goosen en Carthago,label,en
http://www.wikidata.org/entity/Q131349017,Goosen en Carthago,http://www.wikidata.org/entity/Q7646305,Suriname,Goosen en Carthago,label,nl
http://www.wikidata.org/entity/Q131349019,"Goosen, Carthago en Portorico",http://www.wikidata.org/entity/Q7646305,Suriname,"Goosen, Carthago en Portorico",label,en
http://www.wikidata.org/entity/Q131349019,"Goosen, Carthago en Portorico",http://www.wikidata.org/entity/Q7646305,Suriname,"Goosen, Carthago en Portorico",label,nl
http://www.wikidata.org/entity/Q131349020,Goudmijn en Welbedacht,http://www.wikidata.org/entity/Q7646305,Suriname,Welbedacht en De Goudmijn,alias,en
http://www.wikidata.org/entity/Q131349020,Goudmijn en Welbedacht,http://www.wikidata.org/entity/Q7646305,Suriname,Goudmijn en Welbedacht,label,en
http://www.wikidata.org/entity/Q131349020,Goudmijn en Welbedacht,http://www.wikidata.org/entity/Q7646305,Suriname,Welbedacht,alias,nl
http://www.wikidata.org/entity/Q131349020,Goudmijn en Welbedacht,http://www.wikidata.org/entity/Q7646305,Suriname,Welbedacht en De Goudmijn,alias,nl
http://www.wikidata.org/entity/Q131349020,Goudmijn en Welbedacht,http://www.wikidata.org/entity/Q7646305,Suriname,Welbedagt,alias,nl
http://www.wikidata.org/entity/Q131349020,Goudmijn en Welbedacht,http://www.wikidata.org/entity/Q7646305,Suriname,Goudmijn en Welbedacht,label,nl
http://www.wikidata.org/entity/Q131349021,Gr. de Hulp en Montauban,http://www.wikidata.org/entity/Q7646305,Suriname,Gr. de Hulp en Montauban,label,en
http://www.wikidata.org/entity/Q131349021,Gr. de Hulp en Montauban,http://www.wikidata.org/entity/Q7646305,Suriname,Gr. de Hulp en Montauban,label,nl
http://www.wikidata.org/entity/Q131349022,Grond van Bodenburg en Carelsdeel,http://www.wikidata.org/entity/Q7646305,Suriname,Grond van Bodenburg en Carelsdeel,label,en
http://www.wikidata.org/entity/Q131349022,Grond van Bodenburg en Carelsdeel,http://www.wikidata.org/entity/Q7646305,Suriname,Grond van Bodenburg en Carelsdeel,label,nl
http://www.wikidata.org/entity/Q131349024,Halfhideslust en Klein Nieuw Meerzorg,http://www.wikidata.org/entity/Q7646305,Suriname,Halfhideslust en Klein Nieuw Meerzorg,label,en
http://www.wikidata.org/entity/Q131349024,Halfhideslust en Klein Nieuw Meerzorg,http://www.wikidata.org/entity/Q7646305,Suriname,Halfhideslust en Klein Nieuw Meerzorg,label,nl
http://www.wikidata.org/entity/Q131349025,Harmony en Voorzorg,http://www.wikidata.org/entity/Q7646305,Suriname,Harmony en Voorzorg,label,en
http://www.wikidata.org/entity/Q131349025,Harmony en Voorzorg,http://www.wikidata.org/entity/Q7646305,Suriname,Harmony en Voorzorg,label,nl
http://www.wikidata.org/entity/Q131349027,Holhoop en Gekroonde Paauw,http://www.wikidata.org/entity/Q7646305,Suriname,Holhoop en Gekroonde Paauw,label,en
http://www.wikidata.org/entity/Q131349027,Holhoop en Gekroonde Paauw,http://www.wikidata.org/entity/Q7646305,Suriname,Holhoop en Gekroonde Paauw,label,nl
http://www.wikidata.org/entity/Q131349028,"Hoopwijk, Vrouwenvlijt en Land van Bekenhorst",http://www.wikidata.org/entity/Q7646305,Suriname,"Hoopwijk, Vrouwenvlijt en Land van Bekenhorst",label,en
http://www.wikidata.org/entity/Q131349028,"Hoopwijk, Vrouwenvlijt en Land van Bekenhorst",http://www.wikidata.org/entity/Q7646305,Suriname,"Hoopwijk, Vrouwenvlijt en Land van Bekenhorst",label,nl
http://www.wikidata.org/entity/Q131349029,Jacobslust en Lydenshoop,http://www.wikidata.org/entity/Q7646305,Suriname,Lydenshoop en Jacobslust,alias,en
http://www.wikidata.org/entity/Q131349029,Jacobslust en Lydenshoop,http://www.wikidata.org/entity/Q7646305,Suriname,Jacobslust en Lydenshoop,label,en
http://www.wikidata.org/entity/Q131349029,Jacobslust en Lydenshoop,http://www.wikidata.org/entity/Q7646305,Suriname,Leidenshoop en Jacobslust,alias,nl
http://www.wikidata.org/entity/Q131349029,Jacobslust en Lydenshoop,http://www.wikidata.org/entity/Q7646305,Suriname,Leijdenshoop en Jacobslust,alias,nl
http://www.wikidata.org/entity/Q131349029,Jacobslust en Lydenshoop,http://www.wikidata.org/entity/Q7646305,Suriname,Lydenshoop en Jacobslust,alias,nl
http://www.wikidata.org/entity/Q131349029,Jacobslust en Lydenshoop,http://www.wikidata.org/entity/Q7646305,Suriname,Jacobslust en Lydenshoop,label,nl
http://www.wikidata.org/entity/Q131349030,Jeckelsbruck en Blitsdorf,http://www.wikidata.org/entity/Q7646305,Suriname,Jeckelsbruck en Blitsdorf,label,en
http://www.wikidata.org/entity/Q131349030,Jeckelsbruck en Blitsdorf,http://www.wikidata.org/entity/Q7646305,Suriname,Jeckelsbruck en Blitsdorf,label,nl
http://www.wikidata.org/entity/Q131349031,"Johannesburg, Lust en Rust en Mon Plaisir",http://www.wikidata.org/entity/Q7646305,Suriname,"Johannesburg, Lust en Rust en Mon Plaisir",label,en
http://www.wikidata.org/entity/Q131349031,"Johannesburg, Lust en Rust en Mon Plaisir",http://www.wikidata.org/entity/Q7646305,Suriname,"Johannesburg, Lust en Rust en Mon Plaisir",label,nl
http://www.wikidata.org/entity/Q131349032,Kent en Agenoria,http://www.wikidata.org/entity/Q7646305,Suriname,Kent en Agenoria,label,en
http://www.wikidata.org/entity/Q131349032,Kent en Agenoria,http://www.wikidata.org/entity/Q7646305,Suriname,Kent en Agenoria,label,nl
http://www.wikidata.org/entity/Q131349033,Killenstein Nova en Oostrust,http://www.wikidata.org/entity/Q7646305,Suriname,Killenstein Nova en Oostrust,label,en
http://www.wikidata.org/entity/Q131349033,Killenstein Nova en Oostrust,http://www.wikidata.org/entity/Q7646305,Suriname,Killenstein Nova en Oostrust,label,nl
http://www.wikidata.org/entity/Q131349034,Klein Bodenburg en Karelsdeel,http://www.wikidata.org/entity/Q7646305,Suriname,Klein Bodenburg en Karelsdeel,label,en
http://www.wikidata.org/entity/Q131349034,Klein Bodenburg en Karelsdeel,http://www.wikidata.org/entity/Q7646305,Suriname,Klein Bodenburg en Karelsdeel,label,nl
http://www.wikidata.org/entity/Q131349035,La Confiance en Nieuw-Hazard,http://www.wikidata.org/entity/Q7646305,Suriname,Nieuw-Hazard en La Confiance,alias,en
http://www.wikidata.org/entity/Q131349035,La Confiance en Nieuw-Hazard,http://www.wikidata.org/entity/Q7646305,Suriname,La Confiance en Nieuw-Hazard,label,en
http://www.wikidata.org/entity/Q131349035,La Confiance en Nieuw-Hazard,http://www.wikidata.org/entity/Q7646305,Suriname,Nieuw-Hazard en La Confiance,alias,nl
http://www.wikidata.org/entity/Q131349035,La Confiance en Nieuw-Hazard,http://www.wikidata.org/entity/Q7646305,Suriname,La Confiance en Nieuw-Hazard,label,nl
http://www.wikidata.org/entity/Q131349036,La Nouvelle Entreprise en Willemshoop,http://www.wikidata.org/entity/Q7646305,Suriname,Willemshoop en La Nouvelle Entreprise,alias,en
http://www.wikidata.org/entity/Q131349036,La Nouvelle Entreprise en Willemshoop,http://www.wikidata.org/entity/Q7646305,Suriname,La Nouvelle Entreprise en Willemshoop,label,en
http://www.wikidata.org/entity/Q131349036,La Nouvelle Entreprise en Willemshoop,http://www.wikidata.org/entity/Q7646305,Suriname,Willemshoop en La Nouvelle Entreprise,alias,nl
http://www.wikidata.org/entity/Q131349036,La Nouvelle Entreprise en Willemshoop,http://www.wikidata.org/entity/Q7646305,Suriname,La Nouvelle Entreprise en Willemshoop,label,nl
http://www.wikidata.org/entity/Q131349037,la Solitude en Oosterhuizen,http://www.wikidata.org/entity/Q7646305,Suriname,Oosterhuizen en La Solitude,alias,en
http://www.wikidata.org/entity/Q131349037,la Solitude en Oosterhuizen,http://www.wikidata.org/entity/Q7646305,Suriname,la Solitude en Oosterhuizen,label,en
http://www.wikidata.org/entity/Q131349037,la Solitude en Oosterhuizen,http://www.wikidata.org/entity/Q7646305,Suriname,Oosterhuizen en La Solitude,alias,nl
http://www.wikidata.org/entity/Q131349037,la Solitude en Oosterhuizen,http://www.wikidata.org/entity/Q7646305,Suriname,la Solitude en Oosterhuizen,label,nl
http://www.wikidata.org/entity/Q131349039,Land van Auka en Charprendre,http://www.wikidata.org/entity/Q7646305,Suriname,Land van Auka en Charprendre,label,en
http://www.wikidata.org/entity/Q131349039,Land van Auka en Charprendre,http://www.wikidata.org/entity/Q7646305,Suriname,Land van Auka en Charprendre,label,nl
http://www.wikidata.org/entity/Q131349040,Land Van Vier Kinderen en Koningsbergen,http://www.wikidata.org/entity/Q7646305,Suriname,Land Van Vier Kinderen en Koningsbergen,label,en
http://www.wikidata.org/entity/Q131349040,Land Van Vier Kinderen en Koningsbergen,http://www.wikidata.org/entity/Q7646305,Suriname,Land Van 4 Kinderen en Koningsberg,alias,nl
http://www.wikidata.org/entity/Q131349040,Land Van Vier Kinderen en Koningsbergen,http://www.wikidata.org/entity/Q7646305,Suriname,Land Van Vier Kinderen en Koningsbergen,label,nl
http://www.wikidata.org/entity/Q131349041,L'Embarras en Venlo,http://www.wikidata.org/entity/Q7646305,Suriname,Venlo en L'embarras,alias,en
http://www.wikidata.org/entity/Q131349041,L'Embarras en Venlo,http://www.wikidata.org/entity/Q7646305,Suriname,L'Embarras en Venlo,label,en
http://www.wikidata.org/entity/Q131349041,L'Embarras en Venlo,http://www.wikidata.org/entity/Q7646305,Suriname,L'Embarras en Venloo,alias,nl
http://www.wikidata.org/entity/Q131349041,L'Embarras en Venlo,http://www.wikidata.org/entity/Q7646305,Suriname,Venlo en L'embarras,alias,nl
http://www.wikidata.org/entity/Q131349041,L'Embarras en Venlo,http://www.wikidata.org/entity/Q7646305,Suriname,L'Embarras en Venlo,label,nl
http://www.wikidata.org/entity/Q131349042,Libanon en De Zuinigheid,http://www.wikidata.org/entity/Q7646305,Suriname,Libanon en De Zuinigheid,label,en
http://www.wikidata.org/entity/Q131349042,Libanon en De Zuinigheid,http://www.wikidata.org/entity/Q7646305,Suriname,Libanon en De Zuinigheid,label,nl
http://www.wikidata.org/entity/Q131349043,"Libanon, De Zuinigheid en Pérou",http://www.wikidata.org/entity/Q7646305,Suriname,"Libanon, De Zuinigheid en Pérou",label,en
http://www.wikidata.org/entity/Q131349043,"Libanon, De Zuinigheid en Pérou",http://www.wikidata.org/entity/Q7646305,Suriname,"Libanon, De Zuinigheid en Pérou",label,nl
http://www.wikidata.org/entity/Q131349044,Lodewyksburg en Sporksgift,http://www.wikidata.org/entity/Q7646305,Suriname,Lodewyksburg en Sporksgift,label,en
http://www.wikidata.org/entity/Q131349044,Lodewyksburg en Sporksgift,http://www.wikidata.org/entity/Q7646305,Suriname,Lodewijksburg en Sporksgift,alias,nl
http://www.wikidata.org/entity/Q131349044,Lodewyksburg en Sporksgift,http://www.wikidata.org/entity/Q7646305,Suriname,Lodewyksburg en Sporksgift,label,nl
http://www.wikidata.org/entity/Q131349045,Lot 208 en Hope 207,http://www.wikidata.org/entity/Q7646305,Suriname,Lot 208 en Hope 207,label,en
http://www.wikidata.org/entity/Q131349045,Lot 208 en Hope 207,http://www.wikidata.org/entity/Q7646305,Suriname,Lot 208 en Hope 207,label,nl
http://www.wikidata.org/entity/Q131349046,Lot 208 en Hope 208,http://www.wikidata.org/entity/Q7646305,Suriname,Lot 208 en Hope 208,label,en
http://www.wikidata.org/entity/Q131349046,Lot 208 en Hope 208,http://www.wikidata.org/entity/Q7646305,Suriname,Lot 208 en Hope 208,label,nl
http://www.wikidata.org/entity/Q131349047,Lot 208 en Hope 209,http://www.wikidata.org/entity/Q7646305,Suriname,Lot 208 en Hope 209,label,en
http://www.wikidata.org/entity/Q131349047,Lot 208 en Hope 209,http://www.wikidata.org/entity/Q7646305,Suriname,Lot 208 en Hope 209,label,nl
http://www.wikidata.org/entity/Q131349049,Mijn Geluk en Sans Souci,http://www.wikidata.org/entity/Q7646305,Suriname,Mijn Geluk en Sans Souci,label,en
http://www.wikidata.org/entity/Q131349049,Mijn Geluk en Sans Souci,http://www.wikidata.org/entity/Q7646305,Suriname,Mijn Geluk en Sans Souci,label,nl
http://www.wikidata.org/entity/Q131349050,Mijn Hoop en La Jalousie,http://www.wikidata.org/entity/Q7646305,Suriname,Mijn Hoop en La Jalousie,label,en
http://www.wikidata.org/entity/Q131349050,Mijn Hoop en La Jalousie,http://www.wikidata.org/entity/Q7646305,Suriname,Mijn Hoop en La Jalousie,label,nl
http://www.wikidata.org/entity/Q131349051,Mijnzorg en Zorg en Vrij,http://www.wikidata.org/entity/Q7646305,Suriname,Mijnzorg en Zorg en Vrij,label,en
http://www.wikidata.org/entity/Q131349051,Mijnzorg en Zorg en Vrij,http://www.wikidata.org/entity/Q7646305,Suriname,Mijnzorg en Zorg en Vrij,label,nl
http://www.wikidata.org/entity/Q131349052,Molhoop en Gekroonde Paauw,http://www.wikidata.org/entity/Q7646305,Suriname,Molhoop en Gekroonde Paauw,label,en
http://www.wikidata.org/entity/Q131349052,Molhoop en Gekroonde Paauw,http://www.wikidata.org/entity/Q7646305,Suriname,Molhoop en de Gekroonde Paauw,alias,nl
http://www.wikidata.org/entity/Q131349052,Molhoop en Gekroonde Paauw,http://www.wikidata.org/entity/Q7646305,Suriname,Molhoop en Gekroonde Paauw,label,nl
http://www.wikidata.org/entity/Q131349053,Mon Plaisir en Mariendaal,http://www.wikidata.org/entity/Q7646305,Suriname,Mon Plaisir en Mariendaal,label,en
http://www.wikidata.org/entity/Q131349053,Mon Plaisir en Mariendaal,http://www.wikidata.org/entity/Q7646305,Suriname,Mariendaal en Monplaisir,alias,nl
http://www.wikidata.org/entity/Q131349053,Mon Plaisir en Mariendaal,http://www.wikidata.org/entity/Q7646305,Suriname,Mon Plasir en Mariendaal,alias,nl
http://www.wikidata.org/entity/Q131349053,Mon Plaisir en Mariendaal,http://www.wikidata.org/entity/Q7646305,Suriname,Mon Plaisir en Mariendaal,label,nl
http://www.wikidata.org/entity/Q131349054,Monnikendam en Oud Bellevue,http://www.wikidata.org/entity/Q7646305,Suriname,Monnikendam en Oud Bellevue,label,en
http://www.wikidata.org/entity/Q131349054,Monnikendam en Oud Bellevue,http://www.wikidata.org/entity/Q7646305,Suriname,Monnikendam en Oud Bellevue,label,nl
http://www.wikidata.org/entity/Q131349055,Nieuw Altona en Poelwijk,http://www.wikidata.org/entity/Q7646305,Suriname,Poelwijk en Nieuw Altona,alias,en
http://www.wikidata.org/entity/Q131349055,Nieuw Altona en Poelwijk,http://www.wikidata.org/entity/Q7646305,Suriname,Nieuw Altona en Poelwijk,label,en
http://www.wikidata.org/entity/Q131349055,Nieuw Altona en Poelwijk,http://www.wikidata.org/entity/Q7646305,Suriname,Poelwijk en Nieuw Altona,alias,nl
http://www.wikidata.org/entity/Q131349055,Nieuw Altona en Poelwijk,http://www.wikidata.org/entity/Q7646305,Suriname,Nieuw Altona en Poelwijk,label,nl
http://www.wikidata.org/entity/Q131349056,Nieuw Va Comme je te pousse en Landzigt,http://www.wikidata.org/entity/Q7646305,Suriname,Nieuw Va Comme je te pousse en Landzigt,label,en
http://www.wikidata.org/entity/Q131349056,Nieuw Va Comme je te pousse en Landzigt,http://www.wikidata.org/entity/Q7646305,Suriname,Nieuw Va Comme je te pousse en Landzigt,label,nl
http://www.wikidata.org/entity/Q131349058,Nieuwstar en Oranjestein,http://www.wikidata.org/entity/Q7646305,Suriname,Nieuwstar en Oranjestein,label,en
http://www.wikidata.org/entity/Q131349058,Nieuwstar en Oranjestein,http://www.wikidata.org/entity/Q7646305,Suriname,Nieuwstar en Oranjestein,label,nl
http://www.wikidata.org/entity/Q131349059,Onverdacht en Onoribo,http://www.wikidata.org/entity/Q7646305,Suriname,Onverdacht en Onoribo,label,en
http://www.wikidata.org/entity/Q131349059,Onverdacht en Onoribo,http://www.wikidata.org/entity/Q7646305,Suriname,Onverdacht en Onoribo,label,nl
http://www.wikidata.org/entity/Q131349060,Onverdacht en Welbedacht,http://www.wikidata.org/entity/Q7646305,Suriname,Welbedacht en Onverdacht,alias,en
http://www.wikidata.org/entity/Q131349060,Onverdacht en Welbedacht,http://www.wikidata.org/entity/Q7646305,Suriname,Onverdacht en Welbedacht,label,en
http://www.wikidata.org/entity/Q131349060,Onverdacht en Welbedacht,http://www.wikidata.org/entity/Q7646305,Suriname,Welbedacht en Onverdacht,alias,nl
http://www.wikidata.org/entity/Q131349060,Onverdacht en Welbedacht,http://www.wikidata.org/entity/Q7646305,Suriname,Onverdacht en Welbedacht,label,nl
http://www.wikidata.org/entity/Q131349061,Onverwacht en Onoribo,http://www.wikidata.org/entity/Q7646305,Suriname,Onverwacht en Onoribo,label,en
http://www.wikidata.org/entity/Q131349061,Onverwacht en Onoribo,http://www.wikidata.org/entity/Q7646305,Suriname,Onverwacht en Onoribo,label,nl
http://www.wikidata.org/entity/Q131349063,Oostwaard en Misgunst,http://www.wikidata.org/entity/Q7646305,Suriname,Oostwaard en Misgunst,label,en
http://www.wikidata.org/entity/Q131349063,Oostwaard en Misgunst,http://www.wikidata.org/entity/Q7646305,Suriname,Oostwaard en Misgunst,label,nl
http://www.wikidata.org/entity/Q131349065,Ornamibo en Land van La Ressource,http://www.wikidata.org/entity/Q7646305,Suriname,Ornamibo en Land van La Ressource,label,en
http://www.wikidata.org/entity/Q131349065,Ornamibo en Land van La Ressource,http://www.wikidata.org/entity/Q7646305,Suriname,Ornamibo en Land van La Ressource,label,nl
http://www.wikidata.org/entity/Q131349066,Overtoom en Vreeland,http://www.wikidata.org/entity/Q7646305,Suriname,Overtoom en Vreeland,label,en
http://www.wikidata.org/entity/Q131349066,Overtoom en Vreeland,http://www.wikidata.org/entity/Q7646305,Suriname,Overtoom en Vreeland,label,nl
http://www.wikidata.org/entity/Q131349067,Palmeneribo en Surimombo,http://www.wikidata.org/entity/Q7646305,Suriname,Palmeneribo en Surimombo,label,en
http://www.wikidata.org/entity/Q131349067,Palmeneribo en Surimombo,http://www.wikidata.org/entity/Q7646305,Suriname,Palmeneribo en Surimombo,label,nl
http://www.wikidata.org/entity/Q131349068,Peperpot en Mopentibo,http://www.wikidata.org/entity/Q7646305,Suriname,Peperpot en Mopentibo,label,en
http://www.wikidata.org/entity/Q131349068,Peperpot en Mopentibo,http://www.wikidata.org/entity/Q7646305,Suriname,Peperpot en Mopentibo,label,nl
http://www.wikidata.org/entity/Q131349069,Pérou en La Nouvelle Espérance,http://www.wikidata.org/entity/Q7646305,Suriname,Pérou en La Nouvelle Espérance,label,en
http://www.wikidata.org/entity/Q131349069,Pérou en La Nouvelle Espérance,http://www.wikidata.org/entity/Q7646305,Suriname,Pérou en La Nouvelle Espérance,label,nl
http://www.wikidata.org/entity/Q131349072,Rachelshoop en La Poule,http://www.wikidata.org/entity/Q7646305,Suriname,Rachelshoop en La Poule,label,en
http://www.wikidata.org/entity/Q131349072,Rachelshoop en La Poule,http://www.wikidata.org/entity/Q7646305,Suriname,Rachelshoop en La Poule,label,nl
http://www.wikidata.org/entity/Q131349073,Rorac en Claverblad,http://www.wikidata.org/entity/Q7646305,Suriname,Rorac en Claverblad,label,en
http://www.wikidata.org/entity/Q131349073,Rorac en Claverblad,http://www.wikidata.org/entity/Q7646305,Suriname,Rorac en Claverblad,label,nl
http://www.wikidata.org/entity/Q131349074,Rustenburg en Concordia,http://www.wikidata.org/entity/Q7646305,Suriname,Rustenburg en Concordia,label,en
http://www.wikidata.org/entity/Q131349074,Rustenburg en Concordia,http://www.wikidata.org/entity/Q7646305,Suriname,Rustenburg en Concordia,label,nl
http://www.wikidata.org/entity/Q131349075,"Rustenburg, Concordia, Malebatrum",http://www.wikidata.org/entity/Q7646305,Suriname,"Rustenburg, Concordia, Malebatrum",label,en
http://www.wikidata.org/entity/Q131349075,"Rustenburg, Concordia, Malebatrum",http://www.wikidata.org/entity/Q7646305,Suriname,"Rustenburg, Concordia, Malebatrum",label,nl
http://www.wikidata.org/entity/Q131349076,Surimombo en Remoncourt,http://www.wikidata.org/entity/Q7646305,Suriname,Surimombo en Remoncourt,label,en
http://www.wikidata.org/entity/Q131349076,Surimombo en Remoncourt,http://www.wikidata.org/entity/Q7646305,Suriname,Surimombo en Remoncourt,label,nl
http://www.wikidata.org/entity/Q131349077,Toledo en Nieuw-Rust,http://www.wikidata.org/entity/Q7646305,Suriname,Toledo en Nieuwrust,alias,en
http://www.wikidata.org/entity/Q131349077,Toledo en Nieuw-Rust,http://www.wikidata.org/entity/Q7646305,Suriname,Toledo en Nieuw-Rust,label,en
http://www.wikidata.org/entity/Q131349077,Toledo en Nieuw-Rust,http://www.wikidata.org/entity/Q7646305,Suriname,Nieuw Rust en Toledo,alias,nl
http://www.wikidata.org/entity/Q131349077,Toledo en Nieuw-Rust,http://www.wikidata.org/entity/Q7646305,Suriname,Nieuwrust en Toledo,alias,nl
http://www.wikidata.org/entity/Q131349077,Toledo en Nieuw-Rust,http://www.wikidata.org/entity/Q7646305,Suriname,Toledo en Nieuwrust,alias,nl
http://www.wikidata.org/entity/Q131349077,Toledo en Nieuw-Rust,http://www.wikidata.org/entity/Q7646305,Suriname,Toledo en Nieuw-Rust,label,nl
http://www.wikidata.org/entity/Q131349078,"Twee Gebroeders, Beudslust en Stolkertsvlijt",http://www.wikidata.org/entity/Q730,Suriname,"Twee Gebroeders, Beudslust en Stolkertsvlijt",label,en
http://www.wikidata.org/entity/Q131349078,"Twee Gebroeders, Beudslust en Stolkertsvlijt",http://www.wikidata.org/entity/Q7646305,Suriname,"Twee Gebroeders, Beudslust en Stolkertsvlijt",label,en
http://www.wikidata.org/entity/Q131349078,"Twee Gebroeders, Beudslust en Stolkertsvlijt",http://www.wikidata.org/entity/Q730,Suriname,"Twee Gebroeders, Beudslust en Stolkertsvlijt",label,nl
http://www.wikidata.org/entity/Q131349078,"Twee Gebroeders, Beudslust en Stolkertsvlijt",http://www.wikidata.org/entity/Q7646305,Suriname,"Twee Gebroeders, Beudslust en Stolkertsvlijt",label,nl
http://www.wikidata.org/entity/Q131349082,"La Simplicité, Urapanica, De Goede Hoop en Berseba",http://www.wikidata.org/entity/Q7646305,Suriname,"La Simplicité, Urapanica, De Goede Hoop en Berseba",label,en
http://www.wikidata.org/entity/Q131349082,"La Simplicité, Urapanica, De Goede Hoop en Berseba",http://www.wikidata.org/entity/Q7646305,Suriname,"La Simplicité, Urapanica, De Goede Hoop en Berseba",label,nl
http://www.wikidata.org/entity/Q131349083,Valkenburg en Mijn Hoop,http://www.wikidata.org/entity/Q7646305,Suriname,Valkenburg en Mijn Hoop,label,en
http://www.wikidata.org/entity/Q131349083,Valkenburg en Mijn Hoop,http://www.wikidata.org/entity/Q7646305,Suriname,Valkenburg en Mijnhoop,alias,nl
http://www.wikidata.org/entity/Q131349083,Valkenburg en Mijn Hoop,http://www.wikidata.org/entity/Q7646305,Suriname,Valkenburg en Myn Hoop,alias,nl
http://www.wikidata.org/entity/Q131349083,Valkenburg en Mijn Hoop,http://www.wikidata.org/entity/Q7646305,Suriname,Valkenburg en Mijn Hoop,label,nl
http://www.wikidata.org/entity/Q131349084,"Valkenburg, Mijnhoop en Celle",http://www.wikidata.org/entity/Q7646305,Suriname,"Valkenburg, Mijnhoop en Celle",label,en
http://www.wikidata.org/entity/Q131349084,"Valkenburg, Mijnhoop en Celle",http://www.wikidata.org/entity/Q7646305,Suriname,"Valkenburg, Mijnhoop en Celle",label,nl
http://www.wikidata.org/entity/Q131349086,Verwachting en Weykslust,http://www.wikidata.org/entity/Q7646305,Suriname,Weykslust en Verwachting,alias,en
http://www.wikidata.org/entity/Q131349086,Verwachting en Weykslust,http://www.wikidata.org/entity/Q7646305,Suriname,Verwachting en Weykslust,label,en
http://www.wikidata.org/entity/Q131349086,Verwachting en Weykslust,http://www.wikidata.org/entity/Q7646305,Suriname,Weykslust en Verwachting,alias,nl
http://www.wikidata.org/entity/Q131349086,Verwachting en Weykslust,http://www.wikidata.org/entity/Q7646305,Suriname,Verwachting en Weykslust,label,nl
http://www.wikidata.org/entity/Q131349087,Vreeland en Indigoveld,http://www.wikidata.org/entity/Q7646305,Suriname,Vreeland en Indigoveld,label,en
http://www.wikidata.org/entity/Q131349087,Vreeland en Indigoveld,http://www.wikidata.org/entity/Q7646305,Suriname,Vreeland en Indigoveld,label,nl
http://www.wikidata.org/entity/Q131349092,Welbedacht en Nieuwgrond van Leysner,http://www.wikidata.org/entity/Q7646305,Suriname,Welbedacht en Nieuwgrond van Leysner,label,en
http://www.wikidata.org/entity/Q131349092,Welbedacht en Nieuwgrond van Leysner,http://www.wikidata.org/entity/Q7646305,Suriname,Welbedacht en Nieuwgrond van Leysner,label,nl
http://www.wikidata.org/entity/Q131349094,"Welbedacht, Nieuwstar en Oranjestein",http://www.wikidata.org/entity/Q7646305,Suriname,"Welbedacht, Nieuwstar en Oranjestein",label,en
http://www.wikidata.org/entity/Q131349094,"Welbedacht, Nieuwstar en Oranjestein",http://www.wikidata.org/entity/Q7646305,Suriname,"Welbedacht, Nieuwstar en Oranjestein",label,nl
http://www.wikidata.org/entity/Q131349095,Welgevonden en Beaumont,http://www.wikidata.org/entity/Q7646305,Suriname,Welgevonden en Beaumont,label,en
http://www.wikidata.org/entity/Q131349095,Welgevonden en Beaumont,http://www.wikidata.org/entity/Q7646305,Suriname,Welgevonden en Beaumont,label,nl
http://www.wikidata.org/entity/Q131349099,Windsor-Forest en Sara's-lust,http://www.wikidata.org/entity/Q7646305,Suriname,Windsor-Forest en Sara's-lust,label,en
http://www.wikidata.org/entity/Q131349099,Windsor-Forest en Sara's-lust,http://www.wikidata.org/entity/Q7646305,Suriname,Windsor-Forest en Sara's-lust,label,nl
http://www.wikidata.org/entity/Q131349100,Zonhoop en Dankbaarheid,http://www.wikidata.org/entity/Q7646305,Suriname,Zonhoop en Dankbaarheid,label,en
http://www.wikidata.org/entity/Q131349100,Zonhoop en Dankbaarheid,http://www.wikidata.org/entity/Q7646305,Suriname,Zonhoop en Dankbaarheid,label,nl
http://www.wikidata.org/entity/Q131413096,Geyersvlijt en Johanneshoop,http://www.wikidata.org/entity/Q7646305,Suriname,Geyersvlijt en Johannes-Hoop,alias,en
http://www.wikidata.org/entity/Q131413096,Geyersvlijt en Johanneshoop,http://www.wikidata.org/entity/Q7646305,Suriname,Geyersvlijt en Johanneshoop,label,en
http://www.wikidata.org/entity/Q131413096,Geyersvlijt en Johanneshoop,http://www.wikidata.org/entity/Q7646305,Suriname,Geijersvlijt en Johannes-Hoop,alias,nl
http://www.wikidata.org/entity/Q131413096,Geyersvlijt en Johanneshoop,http://www.wikidata.org/entity/Q7646305,Suriname,Geyersvlijt en Johannas-Hoop,alias,nl
http://www.wikidata.org/entity/Q131413096,Geyersvlijt en Johanneshoop,http://www.wikidata.org/entity/Q7646305,Suriname,Geyersvlijt en Johannes-Hoop,alias,nl
